NUMERO DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13621014;146429822;F-0324-1531631;04/03/2024;149,25;Mobile;8675;2
7296033;131901565;F-0324-1529381;04/03/2024;68,69;Fixe;912;5
7296033;131901565;F-0224-0878444;04/02/2024;249;Fixe;912;3
13084829;137299349;F-0324-1498668;02/03/2024;249;Mobile;5469;4
12894612;134392356;F-0324-1524209;01/03/2024;34,35;Fixe;5031;1
12894612;134392356;F-0224-0276164;01/02/2024;249;Fixe;5031;2
11901369;143367310;F-0324-1549002;04/03/2024;596,61;Fixe;3478;2
11241713;136606276;F-0623-0937693;01/06/2023;249;Mobile;2790;5
11241713;136606276;F-0723-0391240;01/07/2023;249;Mobile;2790;3
13633097;146755320;F-0324-1548557;04/03/2024;42,93;Fixe;8801;4
13633097;146755320;F-0224-1175400;04/02/2024;248,98;Fixe;8801;1
13324048;146518770;F-0224-1156824;04/02/2024;148,99;Fixe;6144;2
13324048;146518770;F-0324-1549214;04/03/2024;562,04;Fixe;6144;2
13427062;143114291;F-0324-0415785;01/03/2024;49;Mobile;6713;5
13408516;142926957;F-0324-0308326;01/03/2024;49;Mobile;6565;3
13423995;143038770;F-0324-0235875;01/03/2024;49;Mobile;6685;4
13144955;138583411;F-0324-0247694;01/03/2024;148,99;Fixe;5628;1
11885006;115729161;F-0324-1536313;03/03/2024;174,3;Fixe;3457;2
11885006;115729161;F-0224-1008048;03/02/2024;249;Fixe;3457;2
12577235;128563418;F-0324-1521791;01/03/2024;154,55;Fixe;4442;5
12577235;128563418;F-0224-0427328;01/02/2024;249;Fixe;4442;3
11691310;128070259;F-0324-0379764;01/03/2024;249;Fixe;3237;4
11241713;145351490;F-0324-0338951;01/03/2024;199;Mobile;2790;1
11003877;114140840;F-0324-0368307;01/03/2024;240;Fixe;2562;2
13017630;135875296;F-0324-0229959;01/03/2024;249;Fixe;5300;2
13335661;141930769;F-0324-0382557;01/03/2024;148,99;Fixe;6187;5
13496185;144150384;F-0324-0232189;01/03/2024;99;Mobile;7236;3
13385523;146766310;F-0324-0142156;03/03/2024;99;Mobile;6464;4
13385523;146766310;F-0224-0994376;03/02/2024;99;Mobile;6464;1
13544360;144971778;F-0224-0054567;03/02/2024;49;Mobile;7815;2
13544360;144971778;F-0324-0041199;03/03/2024;49;Mobile;7815;2
13504273;144305424;F-0224-0239329;01/02/2024;49;Mobile;7343;5
13504273;144305424;F-0324-0390971;01/03/2024;49;Mobile;7343;3
11272105;105566377;F-0324-0125461;03/03/2024;240;Fixe;2814;4
13541371;144906203;F-0324-0078096;03/03/2024;49;Mobile;7779;1
13612983;146013999;F-0324-0075496;03/03/2024;49;Mobile;8578;2
11275386;118662485;F-0324-0156272;03/03/2024;249;Fixe;2817;2
13607605;145924247;F-0324-0154147;03/03/2024;49;Mobile;8517;5
5551125;146518623;F-0324-0798496;04/03/2024;49;Mobile;513;3
13448258;143495363;F-0324-0658035;02/03/2024;148,99;Fixe;6862;4
11034959;146762918;F-0324-0084405;03/03/2024;49;Mobile;2584;1
11034959;146762918;F-0224-0987129;03/02/2024;49;Mobile;2584;2
11203093;119054124;F-0324-0134217;03/03/2024;249;Fixe;2757;2
11106010;122128476;F-0822-1072078;04/08/2022;202,65;Fixe;2655;5
11106010;122128476;F-0722-1053413;04/07/2022;248,98;Fixe;2655;3
12053781;118251235;F-0324-0700368;02/03/2024;199;Mobile;3693;4
12053781;118251235;F-0224-0586633;02/02/2024;199;Mobile;3693;1
11702254;120328139;F-0324-0640439;02/03/2024;49;Mobile;3248;2
12981765;135420902;F-0324-0662886;02/03/2024;49;Mobile;5227;2
12981765;135420902;F-0224-0525141;02/02/2024;49;Mobile;5227;5
13302219;141224422;F-0324-0664717;02/03/2024;49;Mobile;6073;3
13518628;144492761;F-0224-0600652;02/02/2024;49;Mobile;7510;4
13518628;144492761;F-0324-0682499;02/03/2024;49;Mobile;7510;1
13594499;145812629;F-0324-1297545;02/03/2024;49;Mobile;8370;2
13486455;144054523;F-0324-1274753;01/03/2024;49;Mobile;7117;2
12852772;135776554;F-0324-0647025;02/03/2024;249;Fixe;4939;5
11876545;122602090;F-0324-0695007;02/03/2024;49;Mobile;3442;3
10971630;100771652;F-0324-1297189;02/03/2024;49;Mobile;2533;4
13688062;147692968;F-0224-1008819;03/02/2024;57,77;Mobile;10463;1
13688062;147692968;F-0324-1227208;03/03/2024;199;Mobile;10463;2
13437605;143208535;F-0324-1284142;02/03/2024;149,25;Mobile;6785;2
12476458;136600124;F-0324-1304107;02/03/2024;249;Fixe;4302;5
13682306;147601986;F-0224-1017507;03/02/2024;96,39;Mobile;10277;3
13682306;147601986;F-0324-1205008;03/03/2024;249;Mobile;10277;4
13702575;148079657;F-0324-1311905;04/03/2024;199;Mobile;10889;1
13603828;145917579;F-0324-1217282;03/03/2024;248,98;Fixe;8469;2
12512653;126674895;F-0324-1256810;01/03/2024;49;Mobile;4356;2
10779733;121563670;F-0324-1243406;01/03/2024;98;Mobile;2393;5
10750131;142941321;F-0324-1297721;02/03/2024;49;Mobile;2367;3
12283421;148271092;F-0324-1271908;01/03/2024;49;Mobile;4006;4
13704766;148157287;F-0324-1315498;04/03/2024;49;Mobile;10931;1
13587032;145699022;F-0324-1308453;02/03/2024;49;Mobile;8296;2
13574227;145446195;F-0324-1269343;01/03/2024;99;Mobile;8161;2
13545786;144974282;F-0324-0161706;03/03/2024;148,99;Fixe;7830;5
11239535;109694755;F-0623-0960589;01/06/2023;49;Mobile;2788;3
11239535;109694755;F-0523-0943680;01/05/2023;69;Mobile;2788;4
13446120;143431476;F-0324-1300348;02/03/2024;248,98;Fixe;6841;1
10693923;116271385;F-0324-0004645;03/03/2024;99;Mobile;2321;2
10693923;116271385;F-0224-0213029;03/02/2024;99;Mobile;2321;2
13538587;144841248;F-0224-0129747;03/02/2024;49;Mobile;7747;5
13538587;144841248;F-0324-0179984;03/03/2024;49;Mobile;7747;3
13608238;145925323;F-0324-0154154;03/03/2024;49;Mobile;8523;4
13604989;145919522;F-0324-0142245;03/03/2024;49;Mobile;8487;1
13363114;146876903;F-0324-1302557;02/03/2024;199;Mobile;6353;2
11847371;115100133;F-0224-0058538;03/02/2024;240;Mobile;3413;2
11847371;115100133;F-0324-0088855;03/03/2024;240;Mobile;3413;5
10693923;138522394;F-0224-0073371;03/02/2024;99;Mobile;2321;3
10693923;138522394;F-0324-0214104;03/03/2024;99;Mobile;2321;4
13527565;144663366;F-0224-0026716;03/02/2024;49;Mobile;7609;1
13527565;144663366;F-0324-0079458;03/03/2024;49;Mobile;7609;2
13531553;144671199;F-0324-0131660;03/03/2024;148,99;Fixe;7652;2
13519340;144494073;F-0324-0680496;02/03/2024;248,98;Fixe;7517;5
12268780;145894652;F-0324-0738586;04/03/2024;249;Mobile;3982;3
11870295;115419958;F-0224-0626176;02/02/2024;199;Mobile;3434;4
11870295;115419958;F-0324-0670009;02/03/2024;199;Mobile;3434;1
12081069;118570682;F-0324-0750644;04/03/2024;99;Mobile;3733;2
12268780;133223801;F-0324-0755230;04/03/2024;99;Mobile;3982;2
11630390;118174547;F-0324-0775445;04/03/2024;249;Fixe;3165;5
11467001;112954494;F-0224-0730949;04/02/2024;49;Mobile;2989;3
11467001;112954494;F-0324-0754537;04/03/2024;49;Mobile;2989;4
11818272;114345286;F-0324-0669977;02/03/2024;249;Fixe;3388;1
11680520;111553454;F-0324-0752471;04/03/2024;240;Mobile;3226;2
9780662;146751614;F-0324-0798501;04/03/2024;99;Mobile;1532;2
12088328;118668536;F-0324-0792575;04/03/2024;240;Fixe;3741;5
12376938;123330507;F-0324-0778361;04/03/2024;349;Fixe;4156;3
11962283;116991197;F-0324-0748282;04/03/2024;349;Fixe;3573;4
9436186;119951473;F-0324-0801975;04/03/2024;249;Fixe;1280;1
10767910;137297827;F-0324-0782987;04/03/2024;49;Mobile;2380;2
11838974;114836997;F-0324-0783212;04/03/2024;240;Fixe;3404;2
11734531;112525975;F-0224-0758819;04/02/2024;649;Fixe;3289;5
11734531;112525975;F-0324-0786157;04/03/2024;649;Fixe;3289;3
6515996;139223874;F-0324-0796414;04/03/2024;148,99;Fixe;754;4
13360565;142215950;F-0324-0632960;02/03/2024;249;Mobile;6336;1
13523353;144514790;F-0324-0690268;02/03/2024;49;Mobile;7569;2
13523353;144514790;F-0224-0508474;02/02/2024;49;Mobile;7569;2
13408426;142926843;F-0324-1014065;01/03/2024;48;Mobile;6562;5
13642353;146877158;F-0224-1078480;01/02/2024;49;Mobile;9075;3
13642353;146877158;F-0324-1021062;01/03/2024;49;Mobile;9075;4
12406313;123635270;F-0224-0644406;02/02/2024;49;Mobile;4206;1
12406313;123635270;F-0324-0697444;02/03/2024;49;Mobile;4206;2
12733784;131480402;F-0224-0678791;02/02/2024;35;Mobile;4680;2
12733784;131480402;F-0324-0651167;02/03/2024;49;Mobile;4680;5
12533557;134312897;F-0324-0667985;02/03/2024;99;Mobile;4376;3
12473435;125483233;F-0324-0697525;02/03/2024;49;Mobile;4297;4
12496394;133112247;F-0324-0759894;04/03/2024;249;Fixe;4335;1
12115197;119715248;F-0324-0719384;02/03/2024;249;Fixe;3779;2
13595170;145886139;F-0324-0653119;02/03/2024;49;Mobile;8377;2
12673519;140750489;F-1123-0784885;04/11/2023;49;Mobile;4586;5
12673519;140750489;F-1223-0806239;04/12/2023;49;Mobile;4586;3
12673519;140684180;F-0324-1057600;04/03/2024;49;Mobile;4586;4
9814492;146326033;F-0324-1059824;04/03/2024;148,99;Fixe;1565;1
11012137;146929883;F-0324-1542093;01/03/2024;49;Mobile;2566;2
11644878;139688085;F-0324-1538894;01/03/2024;109;Mobile;3184;2
13018942;135877955;F-0324-1538803;01/03/2024;533,31;Fixe;5305;5
13353739;142076390;F-0224-0348140;01/02/2024;148,99;Fixe;6290;3
13353739;142076390;F-0324-1540919;01/03/2024;555,51;Fixe;6290;4
12009727;117638879;F-0324-1512158;03/03/2024;17,17;Fixe;3637;1
12843320;133505454;F-0324-1513599;02/03/2024;228,66;Fixe;4912;2
12753150;131812700;F-0324-1530282;04/03/2024;120,21;Fixe;4711;2
12849646;133618285;F-0324-1546350;02/03/2024;240,41;Mobile;4929;5
12849646;133618285;F-0224-0685081;02/02/2024;249;Mobile;4929;3
12505192;145899433;F-0224-1187325;04/02/2024;148,99;Fixe;4345;4
12505192;145899433;F-0324-1552432;04/03/2024;520,94;Fixe;4345;1
13701679;148027545;F-0324-1549544;04/03/2024;99;Mobile;10866;2
12760688;131960481;F-0324-1530188;04/03/2024;180,31;Fixe;4728;2
12760688;131960481;F-0224-0776091;04/02/2024;249;Fixe;4728;5
6065590;131705140;F-0324-1552389;04/03/2024;49;Mobile;672;3
13090225;137530188;F-1223-1336194;02/12/2023;74,5;Mobile;5482;4
13090225;145600575;F-0324-1516935;02/03/2024;49,5;Mobile;5482;1
12368292;123081580;F-0324-1511344;03/03/2024;324,93;Fixe;4134;2
4580450;136364640;F-0324-1529167;04/03/2024;163,14;Fixe;293;2
4580450;136364640;F-0224-0859663;04/02/2024;249;Fixe;293;5
12295032;121890334;F-0324-1515992;02/03/2024;103,03;Fixe;4028;3
13698713;148021185;F-0324-1547546;04/03/2024;546,63;Fixe;10788;4
13617593;146223222;F-0224-1000389;03/02/2024;248,98;Fixe;8624;1
13617593;146223222;F-0324-1534781;03/03/2024;849;Fixe;8624;2
12373840;145700281;F-0324-1549321;04/03/2024;490,11;Fixe;4147;2
13698713;148430755;F-0324-1463324;04/03/2024;237,72;Fixe;10788;5
12164539;142721185;F-0224-0906012;04/02/2024;148,99;Fixe;3861;3
12164539;142721185;F-0324-1552824;04/03/2024;484,98;Fixe;3861;4
13625890;146519132;F-0224-1522576;04/02/2024;89,87;Mobile;8723;1
13625890;146519132;F-0324-1549422;04/03/2024;199;Mobile;8723;2
13625890;146519195;F-0224-1522983;04/02/2024;89,87;Mobile;8723;2
13625890;146519195;F-0324-1546928;04/03/2024;199;Mobile;8723;5
13702500;148079494;F-0324-1549441;04/03/2024;247,99;Fixe;10884;3
11963137;117033442;F-0324-1525656;04/03/2024;188,9;Fixe;3575;4
13176245;139222869;F-1223-0951733;03/12/2023;148,99;Fixe;5715;1
13176245;139222869;F-0124-0917056;03/01/2024;148,99;Fixe;5715;2
13176245;139222869;F-0324-1555577;03/03/2024;199;Fixe;5715;2
13409565;142953290;F-0324-1541322;01/03/2024;39,2;Mobile;6576;5
13376532;142434549;F-0324-1534741;03/03/2024;49;Mobile;6426;3
10998264;143835503;F-0324-1538420;01/03/2024;259,25;Mobile;2556;4
6591153;134471357;F-0324-1526999;04/03/2024;171,72;Fixe;761;1
13474322;143839580;F-0324-1549410;04/03/2024;247,99;Fixe;7036;2
11483728;108395826;F-0324-1519174;01/03/2024;215,17;Fixe;3009;2
13422499;143036033;F-0224-0292815;01/02/2024;148,99;Fixe;6676;5
13422499;143036033;F-0324-1541326;01/03/2024;581,2;Fixe;6676;3
5467890;145344679;F-0324-1550674;04/03/2024;149;Mobile;492;4
11424425;144048722;F-0324-1538371;01/03/2024;49;Mobile;2955;1
3596412;119237185;F-0324-1550876;04/03/2024;192,55;Fixe;40;2
3596412;119237185;F-0224-0931502;04/02/2024;349;Fixe;40;2
12959142;135150908;F-0324-1522826;01/03/2024;49,5;Mobile;5181;5
12004497;144151337;F-0224-0631771;02/02/2024;261,75;Fixe;3632;3
12004497;144151337;F-0124-0975766;02/01/2024;261,75;Fixe;3632;4
12004497;144151337;F-0324-1554440;02/03/2024;849;Fixe;3632;1
13549580;145071260;F-0124-1143386;04/01/2024;248,98;Fixe;7876;2
13549580;145071260;F-0224-0806308;04/02/2024;248,98;Fixe;7876;2
13549580;145071260;F-0324-1556526;04/03/2024;549;Fixe;7876;5
4770989;118373391;F-0324-1528451;04/03/2024;214,66;Fixe;334;3
12097119;148250718;F-0324-1522399;01/03/2024;74,25;Mobile;3755;4
12004497;121341210;F-1123-1365337;02/11/2023;232,94;Fixe;3632;1
13023020;143036004;F-0324-1541722;01/03/2024;534,96;Fixe;5314;2
13511589;149451764;F-0324-1544568;02/03/2024;99;Mobile;7437;2
11206392;104708691;F-0324-1511028;03/03/2024;180,52;Fixe;2761;5
11206392;104708691;F-0224-0067690;03/02/2024;349;Fixe;2761;3
6829496;145141790;F-1223-1424734;04/12/2023;6,23;Fixe;840;4
6829496;145141790;F-0324-1557463;04/03/2024;186;Fixe;840;1
6829496;145141790;F-0124-1109565;04/01/2024;186,75;Fixe;840;2
6829496;145141790;F-0224-1191394;04/02/2024;186,75;Fixe;840;2
4604617;117716886;F-0324-1528757;04/03/2024;90,16;Fixe;300;5
11426285;148263843;F-0324-1523074;01/03/2024;49;Mobile;2956;3
12096079;144054569;F-0324-1538992;01/03/2024;49;Mobile;3754;4
13457176;143527817;F-0324-0110947;03/03/2024;148,99;Fixe;6927;1
13615295;146119323;F-0324-0072887;03/03/2024;49;Mobile;8600;2
13536372;144776791;F-0224-0106935;03/02/2024;49;Mobile;7718;2
13536372;144776791;F-0324-0150465;03/03/2024;49;Mobile;7718;5
13545745;144974229;F-0324-0138007;03/03/2024;148,99;Fixe;7829;3
11510432;108838646;F-0324-0082779;03/03/2024;240;Fixe;3037;4
13542710;144908592;F-0324-0132205;03/03/2024;49;Mobile;7797;1
13462984;143658318;F-0324-0206636;03/03/2024;99;Mobile;6967;2
12096079;128567506;F-1023-1405728;01/10/2023;195,5;Mobile;3754;2
13075294;143207413;F-0224-0466292;01/02/2024;249;Fixe;5443;5
13075294;143207413;F-0124-1379881;01/01/2024;249;Fixe;5443;3
13075294;143207413;F-0324-1553942;01/03/2024;300;Fixe;5443;4
12126011;119148398;F-0324-0100518;03/03/2024;240;Fixe;3791;1
10863362;126662603;F-0324-0083018;03/03/2024;149;Mobile;2449;2
13604767;145919179;F-0324-0140196;03/03/2024;49;Mobile;8483;2
10637340;115077880;F-0324-0132411;03/03/2024;26;Mobile;2266;5
13617902;146223776;F-0324-0171206;03/03/2024;49;Mobile;8629;3
13545309;144973527;F-0324-0151860;03/03/2024;148,99;Fixe;7825;4
12746576;144076691;F-0324-0169695;03/03/2024;99;Mobile;4705;1
13458569;143530176;F-0324-0133212;03/03/2024;148,99;Fixe;6935;2
13618553;146224971;F-0324-0156006;03/03/2024;199;Mobile;8642;2
10873920;99771260;F-0224-0194717;03/02/2024;49;Mobile;2458;5
10873920;99771260;F-0324-0192940;03/03/2024;49;Mobile;2458;3
13466786;143825460;F-0324-0207839;03/03/2024;249;Fixe;6984;4
13176579;139223891;F-0324-0108835;03/03/2024;148,99;Fixe;5717;1
13535157;144774589;F-0324-0161582;03/03/2024;49;Mobile;7702;2
12802861;132861500;F-0224-0029691;03/02/2024;49;Mobile;4830;2
12802861;132861500;F-0324-0163223;03/03/2024;49;Mobile;4830;5
13460755;143534150;F-0324-0076291;03/03/2024;49;Mobile;6951;3
11093684;130453927;F-0324-0043824;03/03/2024;249;Fixe;2637;4
13606309;145922332;F-0324-0185752;03/03/2024;249;Fixe;8500;1
11091841;104609380;F-0324-0186915;03/03/2024;240;Mobile;2635;2
13617017;146773505;F-0224-1063424;01/02/2024;49;Mobile;8617;2
13617017;146773505;F-0324-1044360;01/03/2024;49;Mobile;8617;5
12924518;134657837;F-0324-0056751;03/03/2024;249;Fixe;5107;3
12195738;120279580;F-0324-0052287;03/03/2024;249;Fixe;3901;4
12195738;120279580;F-0224-0207788;03/02/2024;249;Fixe;3901;1
13531500;144671065;F-0324-0169277;03/03/2024;49;Mobile;7650;2
13639523;146792889;F-0224-1046576;01/02/2024;99;Mobile;9003;2
13639523;146792889;F-0324-1033078;01/03/2024;99;Mobile;9003;5
13634045;146782861;F-0224-1069631;01/02/2024;49;Mobile;8832;3
13634045;146782861;F-0324-1041224;01/03/2024;49;Mobile;8832;4
11769379;130084796;F-0324-0169948;03/03/2024;249;Fixe;3330;1
13562837;147765866;F-0224-1043079;01/02/2024;99;Mobile;8023;2
13562837;147765866;F-0324-1033244;01/03/2024;99;Mobile;8023;2
13562837;145889504;F-0324-0410786;01/03/2024;199;Mobile;8023;5
7759597;146970721;F-0324-1060337;04/03/2024;99;Mobile;985;3
13636611;146787287;F-0324-1039734;01/03/2024;49;Mobile;8908;4
13642406;146877262;F-0324-1041627;01/03/2024;49;Mobile;9077;1
12881854;134244389;F-0324-1070087;04/03/2024;349;Fixe;5000;2
13350019;148245286;F-0324-1013129;01/03/2024;99;Mobile;6268;2
11127987;103314398;F-0324-0996793;01/03/2024;99;Mobile;2677;5
13651422;146965521;F-0324-1041560;01/03/2024;148,99;Fixe;9328;3
11056213;148267265;F-0324-1523864;01/03/2024;74,25;Mobile;2608;4
13166141;138952874;F-0124-1452513;02/01/2024;249;Mobile;5683;1
13166141;138952874;F-0224-1488231;02/02/2024;249;Mobile;5683;2
13166141;138952874;F-0324-1554765;02/03/2024;500;Mobile;5683;2
13328045;141731764;F-0124-1144374;04/01/2024;149,01;Fixe;6158;5
13328045;141731764;F-0224-0754170;04/02/2024;149,01;Fixe;6158;3
13328045;141731764;F-0324-1548612;04/03/2024;377,08;Fixe;6158;4
13510659;148426641;F-0324-1515935;02/03/2024;249;Fixe;7423;1
11594874;118374110;F-0324-1523781;01/03/2024;34,35;Fixe;3118;2
11594874;118374110;F-0224-0483428;01/02/2024;249;Fixe;3118;2
13254408;148268121;F-0324-1531613;04/03/2024;149;Mobile;5918;5
11130860;103371594;F-0324-1517256;02/03/2024;201,28;Fixe;2683;3
11130860;103371594;F-0224-1518609;02/02/2024;333,13;Fixe;2683;4
13138186;138516391;F-0324-1542058;01/03/2024;587,73;Fixe;5607;1
13138186;140041385;F-0923-1390404;01/09/2023;843,18;Fixe;5607;2
12990588;142929024;F-0324-1537754;03/03/2024;59;Mobile;5248;2
13632013;146752901;F-0324-1549517;04/03/2024;49;Mobile;8789;5
13386908;148916617;F-0324-1534522;03/03/2024;248,99;Fixe;6468;3
11743745;132927529;F-1223-1469070;03/12/2023;43,58;Fixe;3297;4
11743745;132927529;F-0324-1536940;03/03/2024;135,23;Fixe;3297;1
6254635;134788792;F-0324-1527878;04/03/2024;163,14;Fixe;706;2
13029038;135997386;F-0324-1540730;01/03/2024;59;Mobile;5337;2
13140969;148269492;F-0324-1257625;01/03/2024;199;Mobile;5617;5
13038863;146755799;F-0324-1543078;02/03/2024;247,99;Fixe;5358;3
13027874;135955096;F-0324-1553925;01/03/2024;149;Fixe;5333;4
13661065;147132961;F-0324-1544693;02/03/2024;96,07;Mobile;9621;1
13661065;147132961;F-0224-1115949;02/02/2024;134,81;Mobile;9621;2
12931014;134730435;F-0324-1509987;03/03/2024;231,83;Fixe;5121;2
11404688;146753877;F-0324-1537054;03/03/2024;186,75;Fixe;2932;5
12574678;128458443;F-0324-1243607;01/03/2024;186,75;Fixe;4437;3
13689408;147695350;F-0324-1218306;03/03/2024;199;Mobile;10521;4
12983984;144054852;F-0324-1307615;02/03/2024;279;Mobile;5233;1
13231375;140230751;F-0324-1285341;02/03/2024;49;Mobile;5852;2
13602020;145899214;F-0324-1225186;03/03/2024;49;Mobile;8448;2
12443341;124575188;F-0324-1529772;04/03/2024;128,79;Fixe;4254;5
12443341;124575188;F-0224-0747836;04/02/2024;249;Fixe;4254;3
13353020;142075086;F-0324-1542277;01/03/2024;240,17;Mobile;6286;4
7928295;140688463;F-0324-1526207;04/03/2024;39,2;Mobile;1021;1
10770032;98519846;F-0324-1549961;04/03/2024;206,9;Mobile;2382;2
11097698;124048957;F-1223-1454557;03/12/2023;232;Fixe;2643;2
11097698;140656678;F-0324-1510826;03/03/2024;10;Mobile;2643;5
12825056;133202092;F-0324-1262509;01/03/2024;49;Mobile;4872;3
11540926;118817288;F-0324-1270591;01/03/2024;99;Mobile;3069;4
13617981;146223930;F-0324-0021505;03/03/2024;249;Mobile;8633;1
13501057;144239255;F-0324-1239345;01/03/2024;49;Mobile;7302;2
13580802;145605402;F-0324-0538141;02/03/2024;49;Mobile;8233;2
12916941;144305907;F-0324-0567500;02/03/2024;148,99;Fixe;5082;5
12916941;148265241;F-0324-0962388;02/03/2024;49;Mobile;5082;3
13642646;146877679;F-0324-1019989;01/03/2024;49;Mobile;9084;4
13229026;143976931;F-0324-0565839;02/03/2024;148,99;Fixe;5846;1
13580802;145606921;F-0324-0569646;02/03/2024;199;Mobile;8233;2
13164080;138879054;F-0324-0539926;02/03/2024;99;Mobile;5674;2
13509060;144314069;F-0224-0613566;02/02/2024;49;Mobile;7398;5
13509060;144314069;F-0324-0499605;02/03/2024;49;Mobile;7398;3
13037236;136134212;F-0324-0528415;02/03/2024;349;Fixe;5355;4
13656519;147024206;F-0224-1149618;02/02/2024;49;Mobile;9488;1
13656519;147024206;F-0324-0990358;02/03/2024;49;Mobile;9488;2
13599229;145893936;F-0324-0495130;02/03/2024;249;Mobile;8421;2
11254983;105476913;F-0324-0514586;02/03/2024;240;Mobile;2799;5
13524063;144516231;F-0324-0598626;02/03/2024;199;Mobile;7577;3
13502267;144241781;F-0324-0423890;01/03/2024;49;Mobile;7319;4
13502267;144241781;F-0224-0369303;01/02/2024;49;Mobile;7319;1
12234088;120874109;F-0224-0657335;02/02/2024;249;Fixe;3937;2
12234088;120874109;F-0324-0519761;02/03/2024;249;Fixe;3937;2
13493527;144146979;F-0324-1014973;01/03/2024;49;Mobile;7211;5
13661471;147133824;F-0324-0990593;02/03/2024;49;Mobile;9645;3
13633998;146782727;F-0324-1019583;01/03/2024;49;Mobile;8829;4
12633611;148159973;F-0324-1021121;01/03/2024;148,99;Fixe;4520;1
13663074;147137040;F-0324-0968196;02/03/2024;148,99;Fixe;9693;2
13642195;146876861;F-0324-1040089;01/03/2024;49;Mobile;9072;2
12391162;146969189;F-0324-1034584;01/03/2024;49;Mobile;4176;5
13644990;146882392;F-0324-1022260;01/03/2024;49;Mobile;9140;3
11650939;111092153;F-0324-1001195;01/03/2024;199;Mobile;3189;4
13699043;148021862;F-0324-1547249;04/03/2024;247,99;Fixe;10795;1
11197484;133949443;F-0324-0968606;02/03/2024;10;Mobile;2753;2
11197484;121537007;F-0523-0561890;02/05/2023;98;Mobile;2753;2
11197484;121537007;F-0623-0454573;02/06/2023;99;Mobile;2753;5
13368888;144393852;F-0324-0954400;02/03/2024;49;Mobile;6384;3
13580792;145605388;F-0324-0977340;02/03/2024;148,99;Fixe;8232;4
13667121;147144748;F-0324-0967391;02/03/2024;148,99;Fixe;9811;1
13682737;147602785;F-0324-0923731;03/03/2024;148,99;Fixe;10300;2
13654160;146970563;F-0224-1117659;02/02/2024;49;Mobile;9404;2
