NUMERO_DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
5028466;69027705;F-0224-2168778;23/02/2024;129;Mobile;382;4
5028466;95087732;F-0821-1510316;22/08/2021;240;Mobile;382;1
5028466;95087732;F-0721-1032342;22/07/2021;240;Mobile;382;2
10567608;95763737;F-0224-1786870;22/02/2024;240;Fixe;2210;2
5620039;145603028;F-0224-1947224;23/02/2024;49;Mobile;530;5
4340622;132794553;F-0124-1687104;22/01/2024;249;Mobile;251;3
4340622;132794553;F-0224-1768335;22/02/2024;249;Mobile;251;4
5450492;143112597;F-0224-2295709;23/02/2024;96,39;Mobile;486;1
9473574;100724030;F-0224-2296452;23/02/2024;147,64;Mobile;1289;2
9546412;137807305;F-0224-2254265;23/02/2024;79;Mobile;1340;2
9403397;133739885;F-0224-1721590;22/02/2024;199;Mobile;1272;5
13246939;140394323;F-0224-1705392;22/02/2024;49;Mobile;5893;3
7222793;144511778;F-0224-1650138;21/02/2024;49;Mobile;904;4
10331332;142014267;F-0224-1640436;21/02/2024;49;Mobile;2015;1
10331332;142014267;F-0124-1574211;21/01/2024;49;Mobile;2015;2
9007495;121339368;F-0224-1713679;22/02/2024;249;Fixe;1194;2
13673613;147257397;F-0224-2124033;22/02/2024;49;Mobile;10001;5
13673613;147257397;F-0124-2196425;22/01/2024;49;Mobile;10001;3
10151952;127526981;F-0224-2215288;21/02/2024;49;Mobile;1877;4
10276640;120124776;F-0224-2222435;21/02/2024;49;Mobile;1983;1
10122774;137298096;F-0224-2248185;23/02/2024;49;Mobile;1846;2
10332839;113366139;F-0224-2214667;21/02/2024;49;Mobile;2018;2
9775390;143981212;F-0224-2164859;23/02/2024;49;Mobile;1529;5
5314127;117705016;F-0224-2226800;22/02/2024;124;Mobile;448;3
7402344;147392273;F-0224-2226657;22/02/2024;149;Mobile;926;4
8315945;142445982;F-0224-2245342;23/02/2024;49;Mobile;1078;1
8315945;100128746;F-0420-1283182;21/04/2020;57,98;Mobile;1078;2
8315945;100128746;F-0620-1318560;21/06/2020;49;Mobile;1078;2
8315945;100128746;F-0520-1345081;21/05/2020;49;Mobile;1078;5
4670564;144392494;F-0224-2016665;23/02/2024;49;Mobile;311;3
4670564;144392494;F-0124-2015355;23/01/2024;49;Mobile;311;4
5465240;142291093;F-0224-2015119;23/02/2024;199;Mobile;490;1
9880364;84595106;F-1121-1496891;21/11/2021;199;Mobile;1638;2
9880364;84595106;F-1021-1475883;21/10/2021;199;Mobile;1638;2
9880364;117716863;F-0224-2007545;23/02/2024;249;Fixe;1638;5
9615246;110640803;F-0124-1773912;22/01/2024;249;Fixe;1391;3
9615246;110640803;F-0224-1767386;22/02/2024;249;Fixe;1391;4
5429004;143762035;F-0224-1886885;23/02/2024;49;Mobile;481;1
3788086;137532842;F-0623-1949843;23/06/2023;249;Mobile;100;2
3662760;134499906;F-0224-1882346;23/02/2024;149,01;Fixe;54;2
8548039;109163573;F-0124-1730461;22/01/2024;349;Fixe;1105;5
8548039;109163573;F-0224-2294177;22/02/2024;168,87;Fixe;1105;3
9674836;122007035;F-0922-1768130;21/09/2022;99;Mobile;1439;4
9674836;134786588;F-0224-2305192;23/02/2024;797,19;Fixe;1439;1
9822919;145914689;F-0224-2279220;21/02/2024;612;Mobile;1575;2
10512612;137467012;F-0224-2294303;22/02/2024;16,06;Mobile;2164;2
7347444;92815882;F-0224-1650973;21/02/2024;49;Mobile;918;5
7347444;92815882;F-0124-1612888;21/01/2024;49;Mobile;918;3
10077708;136365555;F-0224-1630945;21/02/2024;249;Fixe;1810;4
3378176;141938530;F-0224-1583542;21/02/2024;49;Mobile;1;1
3378176;132665129;F-0224-1662933;21/02/2024;49;Mobile;1;2
3378176;113377491;F-0224-1646002;21/02/2024;249;Fixe;1;2
6403147;140336612;F-0224-2253551;23/02/2024;199;Mobile;729;5
10409182;134492630;F-0224-2262640;21/02/2024;249;Mobile;2084;3
9403596;94061877;F-0224-1743381;22/02/2024;240;Mobile;1273;4
13326674;141627729;F-0124-1760506;22/01/2024;249;Mobile;6154;1
13326674;141627729;F-0224-1749098;22/02/2024;249;Mobile;6154;2
8792618;142147901;F-0224-1730268;22/02/2024;49;Mobile;1138;2
8792618;142147901;F-0124-1740792;22/01/2024;49;Mobile;1138;5
10356828;91408538;F-0224-1718524;22/02/2024;240;Mobile;2042;3
7277603;90334680;F-0220-0956769;18/02/2020;49;Mobile;907;4
7277603;90334680;F-0120-0174971;18/01/2020;49;Mobile;907;1
7277603;131610714;F-0224-2213864;21/02/2024;347,9;Mobile;907;2
10124272;139207542;F-0224-2251170;23/02/2024;48;Mobile;1852;2
9447985;139208557;F-0224-2213854;21/02/2024;149;Mobile;1283;5
5625141;134481205;F-0224-2176177;23/02/2024;69;Mobile;534;3
10108653;148911309;F-0224-2214426;21/02/2024;49;Mobile;1837;4
10593835;137790099;F-0224-2239088;23/02/2024;49;Mobile;2231;1
9706032;111390085;F-0124-1898138;23/01/2024;49;Mobile;1466;2
9706032;111390085;F-0224-2240062;23/02/2024;49;Mobile;1466;2
10353962;139422470;F-0224-2242184;23/02/2024;49;Mobile;2039;5
10353962;127450712;F-0224-2242770;23/02/2024;49;Mobile;2039;3
8875419;141340027;F-0224-1544934;21/02/2024;99;Mobile;1154;4
8875419;141340027;F-0124-1585842;21/01/2024;98;Mobile;1154;1
8631121;92061251;F-0124-1927333;23/01/2024;199;Mobile;1120;2
8631121;92061251;F-0224-2005230;23/02/2024;199;Mobile;1120;2
10100071;87052761;F-0721-1416584;21/07/2021;199;Mobile;1827;5
10100071;87052761;F-0621-1419721;21/06/2021;199;Mobile;1827;3
10398269;122424953;F-0523-1580718;22/05/2023;99;Mobile;2076;4
10398269;122424953;F-0623-1495913;22/06/2023;99;Mobile;2076;1
10398269;131703100;F-0723-1580941;22/07/2023;199;Mobile;2076;2
10398269;131703100;F-0823-1684100;22/08/2023;199;Mobile;2076;2
10398269;135148871;F-0224-1768492;22/02/2024;249;Mobile;2076;5
10482283;99891259;F-0223-1720746;23/02/2023;199;Mobile;2130;3
10482283;99891259;F-0123-1685592;23/01/2023;198;Mobile;2130;4
10482283;94123830;F-0224-1939115;23/02/2024;199;Mobile;2130;1
10536022;127540089;F-0224-1772457;22/02/2024;199;Mobile;2190;2
10536022;104379271;F-1022-1424854;22/10/2022;240;Fixe;2190;2
10536022;104379271;F-1122-1402403;22/11/2022;240;Fixe;2190;5
9653610;145369323;F-0224-1905252;23/02/2024;49;Mobile;1423;3
3828705;113716159;F-0224-2304507;22/02/2024;178,06;Mobile;116;4
9725324;123633904;F-0224-2029626;23/02/2024;49;Mobile;1484;1
9725324;127525884;F-0224-2252814;23/02/2024;49;Mobile;1484;2
12583700;128665901;F-0224-2303002;22/02/2024;49;Mobile;4451;2
9935168;85765897;F-0224-1563613;21/02/2024;199;Mobile;1682;5
9935168;85765897;F-0124-1631179;21/01/2024;199;Mobile;1682;3
10124853;87437870;F-0224-1580100;21/02/2024;240;Mobile;1853;4
10434100;139217503;F-0124-2229407;23/01/2024;59;Mobile;2097;1
10434100;139217503;F-0224-2145285;23/02/2024;49;Mobile;2097;2
5241956;142725277;F-0224-2153552;23/02/2024;194;Mobile;431;2
4843407;141439024;F-0224-2250875;23/02/2024;99;Mobile;343;5
10278246;145909212;F-0224-2239111;23/02/2024;49;Mobile;1988;3
5569242;147147830;F-0224-2242600;23/02/2024;49;Mobile;518;4
9968732;106479825;F-0224-2232845;22/02/2024;49;Mobile;1710;1
10586202;147391721;F-0224-2246983;23/02/2024;49;Mobile;2226;2
10022987;147390515;F-0124-2198643;22/01/2024;149;Mobile;1768;2
10022987;147390515;F-0224-2124174;22/02/2024;69;Mobile;1768;5
5488645;102940440;F-0224-2223379;21/02/2024;494;Mobile;497;3
5407676;145765436;F-0224-2001353;23/02/2024;99;Mobile;477;4
10539861;95283708;F-0224-2117919;22/02/2024;49;Mobile;2193;1
9967742;85988966;F-0224-1964374;23/02/2024;199;Mobile;1704;2
9861590;99730441;F-0224-1806806;22/02/2024;240;Fixe;1618;2
10310269;90497071;F-0224-1785557;22/02/2024;240;Fixe;2007;5
4573727;146968029;F-0224-2264429;22/02/2024;249;Mobile;290;3
7028023;147396351;F-0224-2305077;23/02/2024;104,25;Mobile;882;4
10561926;145927190;F-0224-2267831;23/02/2024;199;Mobile;2202;1
9552633;113875180;F-0224-2302039;21/02/2024;209,03;Mobile;1342;2
9709851;119759509;F-0224-2253355;23/02/2024;49;Mobile;1468;2
6832502;111258883;F-1121-1612686;22/11/2021;49;Mobile;845;5
6832502;145603824;F-0224-1723779;22/02/2024;49;Mobile;845;3
10271153;113152331;F-0224-1575029;21/02/2024;240;Mobile;1980;4
10452265;97719925;F-0820-1426062;22/08/2020;49;Mobile;2109;1
10452265;97719925;F-0720-1204622;22/07/2020;49;Mobile;2109;2
10452265;99293642;F-0224-1695302;22/02/2024;240;Fixe;2109;2
5679262;113377804;F-0224-1610330;21/02/2024;49;Mobile;546;5
5653510;146224679;F-0224-2126538;22/02/2024;49;Mobile;540;3
7380443;105580656;F-0224-2228136;22/02/2024;99;Mobile;923;4
4054990;144909299;F-0224-2216489;21/02/2024;249;Fixe;201;1
10248499;134494630;F-0224-2218297;21/02/2024;49;Mobile;1965;2
10450041;122034840;F-0224-2231302;22/02/2024;49;Mobile;2108;2
10527816;120129959;F-0224-2228879;22/02/2024;49;Mobile;2183;5
9327958;111236970;F-0224-2220135;21/02/2024;49;Mobile;1242;3
6708173;111257742;F-0224-2248936;23/02/2024;99;Mobile;778;4
10611552;96756828;F-0224-1549270;21/02/2024;99;Mobile;2246;1
10611552;111249139;F-0721-1522986;21/07/2021;99;Mobile;2246;2
10611552;111249139;F-0621-1534716;21/06/2021;99;Mobile;2246;2
9972987;124086607;F-0224-2031572;23/02/2024;8;Mobile;1716;5
9972987;106789204;F-0321-1581571;21/03/2021;54;Mobile;1716;3
9972987;106789204;F-0421-1321190;21/04/2021;49;Mobile;1716;4
9972987;106789204;F-0521-1876756;21/05/2021;49;Mobile;1716;1
9972987;122881472;F-0622-1746190;23/06/2022;59;Mobile;1716;2
9972987;122881472;F-0522-1749859;23/05/2022;49;Mobile;1716;2
9541473;119058100;F-0224-2111924;22/02/2024;49;Mobile;1333;5
6820723;115136937;F-0224-1991897;23/02/2024;199;Mobile;830;3
3916582;75719856;F-0224-1850139;20/02/2024;49;Mobile;144;4
10220222;88819500;F-0320-0826385;22/03/2020;199;Mobile;1942;1
10220222;94189180;F-0224-1823231;22/02/2024;240;Mobile;1942;2
10220222;88819500;F-0420-0892011;22/04/2020;199;Mobile;1942;2
10220222;88819500;F-0520-1335577;22/05/2020;199;Mobile;1942;5
8416765;141945327;F-0224-2263829;22/02/2024;186,75;Mobile;1090;3
8416765;141945327;F-0124-2203004;22/01/2024;186,75;Mobile;1090;4
3587148;98578221;F-0224-2295352;23/02/2024;179,74;Mobile;37;1
10232677;148904326;F-0224-2281856;22/02/2024;99;Mobile;1953;2
10232677;95800398;F-0921-1533846;22/09/2021;149;Mobile;1953;2
10232677;95800398;F-0821-1226844;22/08/2021;149;Mobile;1953;5
10232677;95957752;F-0720-1003928;22/07/2020;240;Mobile;1953;3
10232677;109085532;F-0423-1469808;22/04/2023;349;Fixe;1953;4
10232677;95957752;F-0820-1386223;22/08/2020;38,71;Mobile;1953;1
10232677;109085532;F-0523-1475274;22/05/2023;349;Fixe;1953;2
9664288;129792027;F-0224-2254311;23/02/2024;99;Mobile;1431;2
10391384;131037136;F-0224-1716974;22/02/2024;249;Fixe;2069;5
10391384;92122761;F-1222-1468122;22/12/2022;240;Mobile;2069;3
10391384;92122761;F-1122-1422247;22/11/2022;240;Mobile;2069;4
10391384;92122761;F-0123-1974519;22/01/2023;240;Mobile;2069;1
9997227;89192610;F-0224-1743413;22/02/2024;240;Mobile;1739;2
9605738;99252453;F-0421-1451961;22/04/2021;349;Fixe;1382;2
9605738;99252453;F-0521-1905639;22/05/2021;349;Fixe;1382;5
9605738;111210645;F-0224-1694268;22/02/2024;349;Fixe;1382;3
9605738;84441576;F-0820-1245591;22/08/2020;254;Mobile;1382;4
9605738;85703674;F-1220-1414770;22/12/2020;240;Mobile;1382;1
9605738;85703674;F-1120-1000231;22/11/2020;240;Mobile;1382;2
9605738;84441576;F-0920-1243198;22/09/2020;254;Mobile;1382;2
9605738;77621403;28-K8MA-335253;01/11/2018;198,69;;1382;5
9605738;77621403;28-L8MA-389174;01/12/2018;199;;1382;3
9967190;122324610;F-0823-1383086;21/08/2023;49;Mobile;1703;4
9967190;122324610;F-0723-1462401;21/07/2023;49;Mobile;1703;1
9967190;130088034;F-0224-1660946;21/02/2024;124,5;Fixe;1703;2
10252598;114553577;F-0122-1298347;22/01/2022;49;Mobile;1967;2
10252598;114553577;F-1221-1605784;22/12/2021;49;Mobile;1967;5
10252598;114553954;F-0422-1681760;22/04/2022;149;Mobile;1967;3
10252598;114553954;F-0522-1716510;22/05/2022;99;Mobile;1967;4
10252598;89283038;F-0224-1746842;22/02/2024;449;Fixe;1967;1
10201649;115710236;F-0224-2233453;22/02/2024;49;Mobile;1919;2
10201649;92832236;F-0720-1081154;18/07/2020;47;Mobile;1919;2
8210966;100870251;F-0224-2216047;21/02/2024;232;Mobile;1063;5
6149216;144844072;F-0224-2235014;22/02/2024;124,5;Fixe;688;3
10570173;131624010;F-0224-2244762;23/02/2024;49;Mobile;2211;4
10140500;108961490;F-0224-2222940;21/02/2024;99;Mobile;1864;1
10471912;110348280;F-0224-2223385;21/02/2024;49;Mobile;2120;2
7319803;144148137;F-0224-2214103;21/02/2024;99;Mobile;914;2
9757063;144676886;F-0224-2246654;23/02/2024;149;Mobile;1514;5
5358066;144305203;F-0224-1987245;23/02/2024;49;Mobile;466;3
10497180;94505166;F-0720-1188289;20/07/2020;49;Mobile;2151;4
10497180;94505166;F-0620-0642205;20/06/2020;49;Mobile;2151;1
10497180;137299067;F-0224-1999858;23/02/2024;249;Fixe;2151;2
5317346;123493141;F-0224-2011871;23/02/2024;49;Mobile;452;2
10490710;144681639;F-0224-2107087;21/02/2024;69;Mobile;2141;5
9784429;121258521;F-0224-1802165;22/02/2024;199;Mobile;1535;3
9784429;121258521;F-0124-1681613;22/01/2024;199;Mobile;1535;4
9967797;85989057;F-0621-1562680;22/06/2021;199;Mobile;1705;1
9967797;85989057;F-0521-1715311;21/05/2021;198;Mobile;1705;2
9967797;111500214;F-0224-1812764;22/02/2024;249;Fixe;1705;2
8817747;108628766;F-0124-1896373;23/01/2024;240;Mobile;1142;5
8817747;108628766;F-0224-1873257;23/02/2024;240;Mobile;1142;3
6877024;134772407;F-0124-2212197;23/01/2024;149,01;Fixe;866;4
6877024;134772407;F-0224-1881235;23/02/2024;149,01;Fixe;866;1
9588135;91635441;F-0224-1871993;20/02/2024;49;Mobile;1370;2
9855025;143300397;F-0224-2306986;23/02/2024;247,99;Fixe;1608;2
10454497;144683799;F-0224-2252901;23/02/2024;111,75;Mobile;2110;5
10454497;144683799;F-0124-2279314;23/01/2024;111,75;Mobile;2110;3
3730086;138713511;F-0224-2296691;23/02/2024;249;Mobile;77;4
3443292;86722857;F-0224-1709037;22/02/2024;240;Mobile;19;1
10251154;89280570;F-0224-1662604;21/02/2024;199;Mobile;1966;2
5730320;134951340;F-0224-1630820;21/02/2024;249;Mobile;558;2
10246965;117657761;F-0224-1586307;21/02/2024;49;Mobile;1962;5
9846640;143031669;F-0224-2249999;23/02/2024;39,2;Mobile;1598;3
9846640;88238474;F-0420-1319668;19/04/2020;10;Mobile;1598;4
6231935;144674319;F-0224-2219798;21/02/2024;99;Mobile;703;1
6231935;135595379;F-0623-1439292;21/06/2023;149;Mobile;703;2
6231935;135595379;F-0723-1378361;21/07/2023;149;Mobile;703;2
9862451;145928727;F-0224-2145656;23/02/2024;99;Mobile;1620;5
9862451;145928727;F-0124-2134855;23/01/2024;99;Mobile;1620;3
9939522;103631226;F-0224-2237645;23/02/2024;94,25;Mobile;1684;4
9711040;108968839;F-0224-2130406;22/02/2024;10;Mobile;1469;1
9711040;96490305;F-0323-2016188;22/03/2023;222,86;Fixe;1469;2
9711040;96490305;F-0223-1473279;22/02/2023;91;Fixe;1469;2
10164475;110619031;F-0224-2222837;21/02/2024;49;Mobile;1887;5
10367745;123514105;F-0224-2251074;23/02/2024;49;Mobile;2047;3
9698064;140824859;F-0224-2145952;23/02/2024;49;Mobile;1459;4
9701275;147396470;F-0224-2215811;21/02/2024;49;Mobile;1461;1
8274425;112073729;F-0224-2162418;23/02/2024;10;Mobile;1076;2
8274425;115722981;F-0522-1768362;23/05/2022;49;Mobile;1076;2
6765690;105599314;F-0224-2232429;22/02/2024;49;Mobile;797;5
9876924;122876719;F-0224-2223486;21/02/2024;149;Mobile;1633;3
9876924;122876719;F-0124-1601114;21/01/2024;149;Mobile;1633;4
9063805;114475581;F-0224-2241817;23/02/2024;144;Mobile;1203;1
9063805;109513066;F-0922-1604195;23/09/2022;240;Mobile;1203;2
9063805;109513066;F-1022-1958730;23/10/2022;40;Mobile;1203;2
4754859;147140382;F-0224-2170261;23/02/2024;99;Mobile;331;5
4754859;147140382;F-0124-2119066;23/01/2024;99;Mobile;331;3
3891833;102880229;F-0224-1562010;21/02/2024;199;Mobile;132;4
3891833;102880229;F-0124-1621897;21/01/2024;199;Mobile;132;1
5218994;48683577;F-0224-1969619;23/02/2024;199;Mobile;423;2
6066123;131901401;F-0224-2048253;23/02/2024;349;Fixe;674;2
7779619;115705438;F-0224-2111810;22/02/2024;69;Mobile;994;5
7779619;95879420;F-0420-1160689;22/04/2020;174;Mobile;994;3
7779619;95879420;F-0520-1331722;22/05/2020;99;Mobile;994;4
7779619;95879420;F-0320-1254843;22/03/2020;99;Mobile;994;1
9969002;121749365;F-0224-2039834;23/02/2024;249;Fixe;1711;2
4998212;131370036;F-0224-1902915;23/02/2024;449;Fixe;374;2
9732697;106606063;F-0124-1912598;23/01/2024;49;Mobile;1491;5
9732697;106606063;F-0224-1874031;23/02/2024;49;Mobile;1491;3
9653166;107326469;F-0224-1946373;23/02/2024;99;Mobile;1422;4
10076947;144674607;F-0224-1781280;22/02/2024;49;Mobile;1809;1
5139954;147149291;F-0224-2296129;23/02/2024;160,65;Mobile;405;2
5139954;147149291;F-0124-2213215;23/01/2024;24,1;Mobile;405;2
8438515;133371279;F-0224-1696041;22/02/2024;99;Mobile;1094;5
8438515;122718437;F-1222-1507995;22/12/2022;240;Fixe;1094;3
8438515;122718437;F-0123-1668335;22/01/2023;240;Fixe;1094;4
10225469;127775059;F-0224-1715295;22/02/2024;249;Mobile;1946;1
9755849;146792537;F-0224-2143657;23/02/2024;49;Mobile;1512;2
7450767;122025943;F-0224-2250819;23/02/2024;99;Mobile;941;2
9985184;143760342;F-0224-2122431;22/02/2024;144;Mobile;1730;5
7880555;146433102;F-0224-2153658;23/02/2024;49;Mobile;1009;3
7880555;146433102;F-0124-2119461;23/01/2024;49;Mobile;1009;4
10581286;122867642;F-0224-2241547;23/02/2024;49;Mobile;2221;1
4229061;146970504;F-0224-2159357;23/02/2024;49;Mobile;233;2
7324604;85798064;F-0224-2236647;20/02/2024;45;Mobile;915;2
9587561;144683815;F-0224-2238141;23/02/2024;99;Mobile;1369;5
10011261;146971582;F-0224-2151457;23/02/2024;49;Mobile;1754;3
7935175;110611605;F-0224-2157788;23/02/2024;69;Mobile;1024;4
10022630;145909414;F-0224-2049528;23/02/2024;99;Mobile;1766;1
7872165;133197828;F-0423-2072111;22/04/2023;1085,42;Fixe;1008;2
7872165;133197828;F-0323-2015245;22/03/2023;248,98;Fixe;1008;2
7872165;121114155;F-0224-2114676;22/02/2024;234;Mobile;1008;5
7872165;91316680;28-H9MA-125085;01/08/2019;99;Mobile;1008;3
7872165;91316680;28-I9MA-018675;01/09/2019;99;Mobile;1008;4
13497079;144152060;F-0224-0297982;01/02/2024;199;Mobile;7254;1
13497079;144152060;F-0324-0314859;01/03/2024;199;Mobile;7254;2
13497079;147766742;F-0324-1033248;01/03/2024;99;Mobile;7254;2
13497079;147150343;F-0224-1087378;01/02/2024;199;Mobile;7254;5
13497079;147150343;F-0324-1034773;01/03/2024;199;Mobile;7254;3
12982961;135423434;F-0324-0991194;02/03/2024;9;Mobile;5229;4
12982961;135423100;F-0723-0485164;02/07/2023;49;Mobile;5229;1
12982961;135423100;F-0623-0653634;02/06/2023;43;Mobile;5229;2
12533960;127148985;F-0324-0992705;02/03/2024;49;Mobile;4377;2
12533960;127148985;F-0224-1145849;02/02/2024;59;Mobile;4377;5
12765427;148252391;F-0324-1008438;01/03/2024;149;Mobile;4739;3
13638959;146791821;F-0224-1078974;01/02/2024;49;Mobile;8986;4
13638959;146791821;F-0324-1020530;01/03/2024;49;Mobile;8986;1
13637542;146789253;F-0224-1057456;01/02/2024;49;Mobile;8933;2
13637542;146789253;F-0324-1036456;01/03/2024;49;Mobile;8933;2
10831590;99290483;F-1020-0273403;01/10/2020;199;Mobile;2427;5
10831590;99290483;F-0920-0299722;01/09/2020;259;Mobile;2427;3
10831590;136842749;F-0324-1056025;04/03/2024;184;Mobile;2427;4
13637592;146789335;F-0324-1036467;01/03/2024;49;Mobile;8935;1
12776967;139891158;F-0224-0315313;01/02/2024;49;Mobile;4770;2
12776967;139891158;F-0124-0406707;01/01/2024;39;Mobile;4770;2
12776967;132289992;F-0324-1008507;01/03/2024;49;Mobile;4770;5
12776967;132289992;F-0224-1077832;01/02/2024;69;Mobile;4770;3
11204633;147766627;F-0324-1063461;04/03/2024;199;Mobile;2759;4
10904154;103085544;F-0324-0996260;01/03/2024;99;Mobile;2495;1
13638391;146790785;F-0324-1032397;01/03/2024;49;Mobile;8965;2
13649433;146961809;F-0224-1064262;01/02/2024;49;Mobile;9268;2
13649433;146961809;F-0324-1034241;01/03/2024;49;Mobile;9268;5
10691246;133615230;F-0324-1465320;04/03/2024;75,48;Fixe;2319;3
10691246;148712718;F-0324-1066002;04/03/2024;181,2;Fixe;2319;4
13635170;146784740;F-0324-1025761;01/03/2024;49;Mobile;8867;1
13634388;146783410;F-0224-1083848;01/02/2024;49;Mobile;8842;2
13634388;146783410;F-0324-1031628;01/03/2024;49;Mobile;8842;2
9978882;146876808;F-0324-1062492;04/03/2024;49;Mobile;1720;5
13642709;146877790;F-0224-1093679;01/02/2024;49;Mobile;9086;3
13642709;146877790;F-0324-1019881;01/03/2024;49;Mobile;9086;4
12130158;147342898;F-0224-1203544;04/02/2024;49;Mobile;3799;1
12130158;147342898;F-0324-1062533;04/03/2024;49;Mobile;3799;2
13140559;138520582;F-0224-1401134;01/02/2024;10;Mobile;5615;2
13140559;138520582;F-0324-1011339;01/03/2024;69;Mobile;5615;5
13702562;148079622;F-0324-1050556;04/03/2024;49;Mobile;10887;3
13702562;148079622;F-0224-1450112;04/02/2024;49;Mobile;10887;4
13649367;146961684;F-0224-1068314;01/02/2024;49;Mobile;9265;1
13649367;146961684;F-0324-1037026;01/03/2024;49;Mobile;9265;2
11576878;120466935;F-0723-0798563;04/07/2023;249;Fixe;3096;2
11576878;109769866;F-0224-1181777;04/02/2024;119;Mobile;3096;5
11576878;120466935;F-0823-0717932;04/08/2023;249;Fixe;3096;3
11576878;109769866;F-0324-1046999;04/03/2024;119;Mobile;3096;4
13640231;146870292;F-0324-1040432;01/03/2024;99;Mobile;9016;1
13640231;146870292;F-0224-1095161;01/02/2024;99;Mobile;9016;2
13636451;146786989;F-0324-1026049;01/03/2024;48;Mobile;8900;2
10657839;135855909;F-0324-1055581;04/03/2024;49;Mobile;2281;5
12532971;146791272;F-0324-1065792;04/03/2024;49;Mobile;4374;3
13637644;146789426;F-0324-1032330;01/03/2024;99;Mobile;8937;4
13637644;146789425;F-0324-1032329;01/03/2024;99;Mobile;8937;1
13640191;146794040;F-0324-1039826;01/03/2024;49;Mobile;9014;2
12709675;147602515;F-0324-1007961;01/03/2024;49;Mobile;4637;2
10333916;91112028;F-0224-1698858;22/02/2024;240;Mobile;2021;5
10002370;137799084;F-0124-1621820;21/01/2024;49;Mobile;1743;3
10002370;137799084;F-0224-1587748;21/02/2024;49;Mobile;1743;4
9712253;119131808;F-0224-2221959;21/02/2024;49;Mobile;1470;1
9742196;147400069;F-0224-2220935;21/02/2024;149;Mobile;1500;2
10243837;131701138;F-0224-2240272;23/02/2024;49;Mobile;1960;2
9935533;117647963;F-0224-2232326;22/02/2024;49;Mobile;1683;5
9283066;109714008;F-0224-2216636;21/02/2024;49;Mobile;1228;3
10404280;111270701;F-0223-1284662;21/02/2023;249;Fixe;2081;4
10404280;111270701;F-0123-1376099;21/01/2023;249;Fixe;2081;1
10404280;139219449;F-0224-2222028;21/02/2024;49;Mobile;2081;2
