NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13683742;147604476;F-0324-0914827;03/03/2024;49;Mobile;10335;1
12697465;146117769;F-0324-0846387;04/03/2024;49;Mobile;4615;2
13658077;147067281;F-0324-0983863;02/03/2024;49;Mobile;9541;2
13665452;147141605;F-0324-0987521;02/03/2024;49;Mobile;9756;5
13679994;147517598;F-0224-1000508;03/02/2024;49;Mobile;10200;3
13679994;147517598;F-0324-0938601;03/03/2024;49;Mobile;10200;4
13685291;147607744;F-0324-0912080;03/03/2024;49;Mobile;10385;1
11610526;110352577;F-0324-1498645;02/03/2024;11586;Fixe;3137;2
13440558;143300992;F-0324-1498118;02/03/2024;199;Mobile;6806;2
13525759;144599655;F-0324-1499016;02/03/2024;4293;Mobile;7592;5
13525759;144599655;F-0224-0665495;02/02/2024;249;Mobile;7592;3
12148470;119517252;F-0324-1495448;01/03/2024;15097;Mobile;3831;4
12562577;128230598;F-0324-1504577;04/03/2024;22324;Mobile;4420;1
4440220;133737465;F-0224-0879325;04/02/2024;14901;Fixe;268;2
4440220;133737465;F-0324-1464616;04/03/2024;14901;Fixe;268;2
8632530;99404138;F-0324-1425913;04/03/2024;99;Mobile;1121;5
12560468;128144855;F-0324-1351086;04/03/2024;249;Fixe;4418;3
13552128;145076239;F-0324-1462814;04/03/2024;14899;Fixe;7907;4
12245386;121062588;F-0324-1488438;03/03/2024;15645;Mobile;3950;1
13691180;147766372;F-0324-1357841;04/03/2024;49;Mobile;10581;2
13256849;140537904;F-0324-1350280;04/03/2024;49;Mobile;5926;2
12080639;145607481;F-0324-1502036;04/03/2024;13038;Mobile;3732;5
12956493;135146017;F-0324-1444470;01/03/2024;199;Fixe;5175;3
11904743;116279346;F-0324-1504178;04/03/2024;9607;Mobile;3483;4
3474402;108382741;F-0324-1421924;04/03/2024;99;Mobile;24;1
13672646;147255805;F-0324-0931376;03/03/2024;14899;Fixe;9968;2
13700781;148025810;F-0324-1356092;04/03/2024;49;Mobile;10842;2
13388387;142651930;F-0324-0204660;03/03/2024;49;Mobile;6476;5
13678688;147435099;F-0324-0913009;03/03/2024;99;Mobile;10160;3
5323816;133191921;F-0324-0880097;04/03/2024;249;Fixe;453;4
11319627;145518976;F-0324-0838755;04/03/2024;49;Mobile;2854;1
13685373;147607919;F-0324-0931439;03/03/2024;49;Mobile;10390;2
13057446;136603823;F-0324-1448068;04/03/2024;14901;Fixe;5396;2
11344360;109899304;F-0324-0178057;03/03/2024;49;Mobile;2878;5
13467437;143826576;F-0324-0148544;03/03/2024;49;Mobile;6989;3
5905325;145359713;F-0324-0818183;04/03/2024;90;Mobile;619;4
13614416;146786154;F-0324-0944702;03/03/2024;14899;Fixe;8592;1
13674299;147342064;F-0324-0903547;03/03/2024;49;Mobile;10021;2
13512619;148244689;F-0324-0950610;02/03/2024;99;Mobile;7446;2
13592655;145809434;F-0324-0983202;02/03/2024;14899;Fixe;8346;5
13681416;147520246;F-0324-0928459;03/03/2024;49;Mobile;10249;3
13625782;146518924;F-0324-1384684;04/03/2024;49;Mobile;8722;4
13631572;146751937;F-0324-1386008;04/03/2024;49;Mobile;8778;1
13700372;148025983;F-0324-1367374;04/03/2024;99;Mobile;10829;2
5316649;145605840;F-0324-1419285;04/03/2024;49;Mobile;451;2
13648459;147151537;F-0224-1499210;01/02/2024;6827;Mobile;9239;5
13648459;147151537;F-0324-1494189;01/03/2024;1245;Mobile;9239;3
12883778;134309282;F-0324-1503085;04/03/2024;18031;Mobile;5007;4
13426645;143113540;F-0324-1495520;01/03/2024;3431;Mobile;6709;1
13426645;143113540;F-0224-1382242;01/02/2024;199;Mobile;6709;2
13546749;144976202;F-0324-1452123;04/03/2024;14899;Fixe;7846;2
12307309;121998676;F-0324-1489904;03/03/2024;16552;Fixe;4047;5
13246644;140393810;F-0324-1486660;03/03/2024;193;Mobile;5892;3
9321605;125826674;F-0324-1423239;04/03/2024;249;Fixe;1239;4
13405605;142920343;F-0324-1448716;04/03/2024;14899;Fixe;6555;1
6463293;119501987;F-0324-1436419;04/03/2024;99;Mobile;745;2
13701883;148054622;F-0324-1378401;04/03/2024;99;Mobile;10872;2
13675288;147344004;F-0324-1205394;03/03/2024;249;Mobile;10057;5
13485588;143983659;F-0324-1461609;04/03/2024;14899;Fixe;7108;3
13656873;147024783;F-0324-1291649;02/03/2024;49;Mobile;9498;4
13517055;144459330;F-0224-0508253;02/02/2024;49;Mobile;7484;1
13517055;144459330;F-0324-0501702;02/03/2024;49;Mobile;7484;2
10658029;142959427;F-0324-0235626;01/03/2024;199;Mobile;2283;2
13504641;144306020;F-0224-0475716;01/02/2024;49;Mobile;7349;5
13504641;144306020;F-0324-0311988;01/03/2024;49;Mobile;7349;3
13320942;141516010;F-0324-1452521;04/03/2024;14899;Fixe;6135;4
13620214;146428484;F-0324-1388458;04/03/2024;49;Mobile;8665;1
13541245;144905998;F-0324-1208973;03/03/2024;69;Mobile;7777;2
13602933;145915982;F-0324-0023026;03/03/2024;49;Mobile;8454;2
13026980;135953470;F-0324-0464157;01/03/2024;249;Fixe;5330;5
13091146;137532084;F-0324-0538071;02/03/2024;249;Fixe;5486;3
12399015;123519215;F-0324-0242732;01/03/2024;249;Fixe;4192;4
13570540;145439678;F-0324-0288958;01/03/2024;99;Mobile;8135;1
12710748;131031161;F-0224-0234047;01/02/2024;199;Mobile;4641;2
12710748;131031161;F-0324-0390540;01/03/2024;199;Mobile;4641;2
13689904;147696220;F-0224-1008723;03/02/2024;49;Mobile;10546;5
13689904;147696220;F-0324-0906797;03/03/2024;49;Mobile;10546;3
13665518;147141718;F-0224-1113347;02/02/2024;49;Mobile;9759;4
13665518;147141718;F-0324-0956405;02/03/2024;49;Mobile;9759;1
6823643;132484239;F-0324-0880608;04/03/2024;249;Fixe;832;2
13672899;147609497;F-0224-1010419;03/02/2024;49;Mobile;9977;2
13672899;147609497;F-0324-0933121;03/03/2024;49;Mobile;9977;5
5477021;99275842;F-0621-0409289;05/06/2021;240;Mobile;494;3
5477021;99275842;F-0721-0577599;05/07/2021;240;Mobile;494;4
13666339;147143149;F-0224-1111979;02/02/2024;99;Mobile;9783;1
13666339;147143149;F-0324-0971020;02/03/2024;99;Mobile;9783;2
13674993;147343503;F-0224-1010799;03/02/2024;99;Mobile;10047;2
13674993;147343503;F-0324-0939827;03/03/2024;99;Mobile;10047;5
13666746;147143865;F-0224-1148657;02/02/2024;99;Mobile;9799;3
13666746;147143865;F-0324-0968699;02/03/2024;99;Mobile;9799;4
5477021;121537501;F-0324-0888913;04/03/2024;199;Mobile;494;1
13597065;145889726;F-0324-0971175;02/03/2024;14899;Fixe;8403;2
4868773;139486897;F-0823-1375805;04/08/2023;249;Mobile;351;2
4868773;135197331;F-0224-0962362;04/02/2024;49;Mobile;351;5
4868773;135197331;F-0324-0813699;04/03/2024;49;Mobile;351;3
13687318;147611905;F-0324-0915757;03/03/2024;49;Mobile;10449;4
3488663;130522333;F-0623-0737525;04/06/2023;249;Fixe;29;1
3488663;130522333;F-0723-0726101;04/07/2023;249;Fixe;29;2
3488663;130522333;F-0923-1357962;04/09/2023;749;Fixe;29;2
13664952;147140547;F-0324-0980391;02/03/2024;49;Mobile;9751;5
13683923;147604807;F-0224-1026308;03/02/2024;49;Mobile;10339;3
13683923;147604807;F-0324-0934343;03/03/2024;49;Mobile;10339;4
5881373;120656207;F-0324-0858754;04/03/2024;249;Fixe;609;1
13585539;145696018;F-0324-0972204;02/03/2024;14899;Fixe;8280;2
13516653;144458640;F-0324-0984682;02/03/2024;14899;Fixe;7481;2
13082888;147609165;F-0224-1151394;02/02/2024;49;Mobile;5465;5
13082888;147609165;F-0324-0961212;02/03/2024;49;Mobile;5465;3
13663575;147138020;F-0324-0977298;02/03/2024;14899;Fixe;9705;4
13682374;147602102;F-0224-1020219;03/02/2024;49;Mobile;10282;1
13682374;147602102;F-0324-0918741;03/03/2024;49;Mobile;10282;2
13669053;147148846;F-0324-0986619;02/03/2024;49;Mobile;9869;2
11323396;126998403;F-0324-0810642;04/03/2024;240;Fixe;2858;5
13014776;145365455;F-0324-0274439;01/03/2024;49;Mobile;5290;3
13657520;147025909;F-0324-0956771;02/03/2024;49;Mobile;9519;4
11323396;135876956;F-0723-0776068;04/07/2023;99;Mobile;2858;1
11323396;135876956;F-0623-1059242;04/06/2023;99;Mobile;2858;2
13319577;141513430;F-0324-0166404;03/03/2024;49;Mobile;6130;2
13541511;144906521;F-0324-0161598;03/03/2024;14899;Fixe;7781;5
13045657;136302743;F-0324-0142974;03/03/2024;49;Mobile;5372;3
12128020;119172501;F-0324-0048940;03/03/2024;249;Fixe;3794;4
10983221;100921421;F-0324-0111844;03/03/2024;240;Fixe;2548;1
13014776;142935704;F-0324-0216117;01/03/2024;99;Mobile;5290;2
10877888;99779420;F-0324-0147466;03/03/2024;240;Fixe;2462;2
12262063;121341691;F-0324-0768349;04/03/2024;240;Mobile;3977;5
12372588;123199103;F-0324-0748160;04/03/2024;240;Fixe;4144;3
13509733;144315164;F-0224-0612956;02/02/2024;49;Mobile;7411;4
13509733;144315164;F-0324-0627652;02/03/2024;49;Mobile;7411;1
11633071;110669892;F-0324-0790401;04/03/2024;249;Fixe;3169;2
13642697;146877841;F-0324-1253056;01/03/2024;249;Fixe;9085;2
12353023;122721992;F-0224-0656891;02/02/2024;99;Mobile;4116;5
12353023;122721992;F-0324-0676932;02/03/2024;99;Mobile;4116;3
13681206;147519853;F-0324-1216113;03/03/2024;49;Mobile;10241;4
13681206;147519853;F-0224-1015313;03/02/2024;49;Mobile;10241;1
13705841;148159687;F-0324-1311610;04/03/2024;49;Mobile;10965;2
13705841;148159687;F-0224-1445817;04/02/2024;49;Mobile;10965;2
10801039;112104207;F-0324-0633054;02/03/2024;249;Fixe;2404;5
12171905;128766105;F-1022-0840698;02/10/2022;8715;Mobile;3871;3
12171905;128766105;F-1122-0912351;02/11/2022;1245;Mobile;3871;4
12171905;119942283;F-0324-0701197;02/03/2024;49;Mobile;3871;1
13261746;140602505;F-0324-0725904;04/03/2024;14899;Fixe;5936;2
11756102;129795032;F-0324-0678515;02/03/2024;249;Fixe;3316;2
10892850;99968691;F-0324-0748089;04/03/2024;240;Fixe;2480;5
13634645;148260024;F-0324-1269942;01/03/2024;99;Mobile;8850;3
12805967;132927883;F-0224-0140894;03/02/2024;99;Mobile;4840;4
12805967;132927883;F-0324-1214155;03/03/2024;99;Mobile;4840;1
12447166;124750627;F-0324-1241202;01/03/2024;99;Mobile;4263;2
11536103;109292843;F-0324-1246187;01/03/2024;99;Mobile;3065;2
13645388;146883173;F-0324-1246051;01/03/2024;24898;Fixe;9153;5
13696796;147937433;F-0324-1311494;04/03/2024;199;Mobile;10741;3
13200254;139684181;F-0324-1246016;01/03/2024;49;Mobile;5764;4
13661892;147134701;F-0324-1300453;02/03/2024;199;Mobile;9665;1
13697586;148018991;F-0324-1325480;04/03/2024;249;Mobile;10757;2
13117824;142720236;F-0324-1322245;04/03/2024;249;Fixe;5561;2
12716251;131101967;F-0324-1249927;01/03/2024;119;Mobile;4649;5
11533167;109189108;F-0324-1251993;01/03/2024;240;Fixe;3060;3
11533167;109189108;F-0224-0475449;01/02/2024;240;Fixe;3060;4
13493130;144144907;F-0324-1255734;01/03/2024;49;Mobile;7203;1
13696201;147936374;F-0224-1181342;04/02/2024;3852;Mobile;10723;2
13696201;147936374;F-0324-1334594;04/03/2024;199;Mobile;10723;2
13253960;140467300;F-0324-1323379;04/03/2024;49;Mobile;5915;5
13071399;142933670;F-0324-0284402;01/03/2024;49;Mobile;5433;3
13567271;145433575;F-0224-1077600;01/02/2024;99;Mobile;8093;4
13567271;145433575;F-0324-0284633;01/03/2024;99;Mobile;8093;1
13576980;149444890;F-0324-1274640;01/03/2024;49;Mobile;8197;2
13641864;146876332;F-0224-1062370;01/02/2024;18616;Mobile;9061;2
13641864;146876332;F-0324-1265948;01/03/2024;199;Mobile;9061;5
12793084;132622359;F-0324-1299234;02/03/2024;49;Mobile;4809;3
12945049;142216054;F-0224-0316344;01/02/2024;49;Mobile;5150;4
12945049;142216054;F-0324-0308314;01/03/2024;49;Mobile;5150;1
13561392;145363113;F-0224-1041095;01/02/2024;49;Mobile;8000;2
13561392;145363113;F-0324-0284605;01/03/2024;49;Mobile;8000;2
13564853;145369278;F-0224-1042391;01/02/2024;149;Mobile;8049;5
13564853;145369278;F-0324-0285627;01/03/2024;149;Mobile;8049;3
12455075;125046773;F-0324-0375670;01/03/2024;249;Mobile;4275;4
12335931;122494377;F-0324-0301769;01/03/2024;249;Fixe;4083;1
12764157;132087017;F-0224-0279501;01/02/2024;249;Mobile;4734;2
12764157;132087017;F-0324-0244373;01/03/2024;249;Mobile;4734;2
13189284;149191069;F-0324-0933470;03/03/2024;12469;Fixe;5741;5
12767188;132092247;F-0324-0330487;01/03/2024;49;Mobile;4744;3
13489835;144078818;F-0324-0270014;01/03/2024;249;Mobile;7161;4
13688558;147693884;F-0324-0945854;03/03/2024;199;Mobile;10489;1
3975923;128311265;F-0324-0809162;04/03/2024;99;Mobile;178;2
3975923;129807332;F-0324-0849865;04/03/2024;249;Fixe;178;2
13544207;144971492;F-0324-0909897;03/03/2024;49;Mobile;7813;5
13544207;144971491;F-0324-0908096;03/03/2024;49;Mobile;7813;3
13544207;144978908;F-0324-0913591;03/03/2024;49;Mobile;7813;4
13544207;144978909;F-0324-0910230;03/03/2024;49;Mobile;7813;1
13189284;139422325;F-0324-1489529;03/03/2024;249;Mobile;5741;2
13684300;147605699;F-0224-1003023;03/02/2024;49;Mobile;10352;2
13684300;147605699;F-0324-0910686;03/03/2024;49;Mobile;10352;5
3756503;100299350;F-0324-0829305;04/03/2024;199;Mobile;86;3
13684300;148020262;F-0224-1001826;03/02/2024;49;Mobile;10352;4
13684300;148020262;F-0324-0939647;03/03/2024;49;Mobile;10352;1
13684608;147606554;F-0324-0923129;03/03/2024;49;Mobile;10364;2
13659677;147070089;F-0224-1144039;02/02/2024;49;Mobile;9577;2
13659677;147070089;F-0324-0971310;02/03/2024;49;Mobile;9577;5
13684608;147606586;F-0324-0919549;03/03/2024;49;Mobile;10364;3
12546136;127620419;F-0324-0849011;04/03/2024;249;Fixe;4393;4
13603478;145916955;F-0324-0933985;03/03/2024;14899;Fixe;8461;1
13527761;144663739;F-0324-0932696;03/03/2024;49;Mobile;7612;2
13679535;147516826;F-0224-1005611;03/02/2024;49;Mobile;10183;2
13679535;147516826;F-0324-0911811;03/03/2024;49;Mobile;10183;5
13442589;143364767;F-0324-0986898;02/03/2024;59;Mobile;6820;3
13656750;147024584;F-0224-1113749;02/02/2024;49;Mobile;9496;4
13656750;147024584;F-0324-0980441;02/03/2024;49;Mobile;9496;1
12557655;145441414;F-0324-1331661;04/03/2024;49;Mobile;4411;2
13584341;145693864;F-0324-0951846;02/03/2024;14899;Fixe;8269;2
4213398;140390491;F-0324-0868186;04/03/2024;49;Mobile;228;5
13655750;147022761;F-0224-1116115;02/02/2024;49;Mobile;9460;3
13655750;147022761;F-0324-0988479;02/03/2024;49;Mobile;9460;4
13620920;146429688;F-0324-1321781;04/03/2024;49;Mobile;8673;1
13557020;145206477;F-0324-1339133;04/03/2024;49;Mobile;7950;2
13515356;144395990;F-0324-1299549;02/03/2024;49;Mobile;7467;2
13652326;146967325;F-0324-1291446;02/03/2024;15406;Mobile;9350;5
11932918;116609681;F-0324-1277994;02/03/2024;349;Fixe;3532;3
11932918;146880913;F-0224-1135193;02/02/2024;49;Mobile;3532;4
11932918;146880913;F-0324-0989390;02/03/2024;49;Mobile;3532;1
12892421;138396225;F-0324-1259631;01/03/2024;49;Mobile;5024;2
13369852;142362328;F-0324-1278046;02/03/2024;49;Mobile;6393;2
13542684;144908559;F-0324-1211088;03/03/2024;49;Mobile;7796;5
10830827;142923101;F-0324-1253074;01/03/2024;49;Mobile;2426;3
13557525;145207422;F-0324-1321034;04/03/2024;199;Mobile;7957;4
13076756;146877215;F-0324-1274862;01/03/2024;49;Mobile;5446;1
13202135;139709542;F-0324-1260520;01/03/2024;49;Mobile;5770;2
12013857;121996515;F-0224-0020601;03/02/2024;49;Mobile;3644;2
12013857;121996515;F-0324-1212441;03/03/2024;49;Mobile;3644;5
12653595;146928923;F-0324-1243655;01/03/2024;199;Mobile;4555;3
13625207;146517949;F-0324-1331686;04/03/2024;49;Mobile;8713;4
13672885;147256081;F-0224-1007302;03/02/2024;12852;Mobile;9976;1
13672885;147256081;F-0324-1225291;03/03/2024;249;Mobile;9976;2
13378995;142454987;F-0324-1210666;03/03/2024;49;Mobile;6437;2
13663881;147138533;F-0224-1127852;02/02/2024;16065;Mobile;9715;5
13663881;147138533;F-0324-1293168;02/03/2024;249;Mobile;9715;3
12968551;136960549;F-0324-1279109;02/03/2024;99;Mobile;5201;4
12968551;136960549;F-0224-0587016;02/02/2024;99;Mobile;5201;1
13647811;146927822;F-0324-1244853;01/03/2024;24898;Fixe;9221;2
13448295;143495422;F-0324-1279137;02/03/2024;24898;Fixe;6863;2
13454921;143508103;F-0324-1233089;03/03/2024;49;Mobile;6910;5
13352092;142073430;F-0324-1275847;01/03/2024;24898;Fixe;6280;3
13012879;135841196;F-0324-1329451;04/03/2024;26175;Fixe;5286;4
13674678;147342832;F-0324-1211698;03/03/2024;49;Mobile;10037;1
13639290;146792471;F-0324-1260246;01/03/2024;249;Mobile;8995;2
13646943;146926172;F-0324-1264350;01/03/2024;99;Mobile;9192;2
13547756;144977983;F-0324-1319668;04/03/2024;49;Mobile;7856;5
13550829;145073633;F-0324-1340124;04/03/2024;49;Mobile;7895;3
13550829;145073633;F-0224-0801130;04/02/2024;49;Mobile;7895;4
13641343;146875369;F-0224-1051681;01/02/2024;23294;Mobile;9048;1
13641343;146875369;F-0324-1238742;01/03/2024;249;Mobile;9048;2
13629991;146669308;F-0224-1175120;04/02/2024;99;Mobile;8762;2
13629991;146669308;F-0324-1323789;04/03/2024;99;Mobile;8762;5
13546663;144975999;F-0324-1319657;04/03/2024;49;Mobile;7843;3
13546663;148776413;F-0324-1368314;04/03/2024;13737;Fixe;7843;4
13622833;146433379;F-0324-1320968;04/03/2024;249;Fixe;8690;1
13142210;138578721;F-0324-1276326;01/03/2024;49;Mobile;5621;2
13507461;144311234;F-0324-1308947;02/03/2024;49;Mobile;7383;2
12635857;129791366;F-0324-1262505;01/03/2024;49;Mobile;4522;5
13589749;145764058;F-0324-1305354;02/03/2024;24898;Fixe;8320;3
13692873;147849621;F-0324-1345540;04/03/2024;49;Mobile;10636;4
11471799;108317542;F-0324-1331566;04/03/2024;99;Mobile;2992;1
13650704;146963961;F-0324-1265355;01/03/2024;249;Mobile;9298;2
13686984;147610723;F-0324-0942254;03/03/2024;14899;Fixe;10440;2
13622769;146433234;F-0224-1166803;04/02/2024;49;Mobile;8689;5
13622769;146433234;F-0324-1319995;04/03/2024;49;Mobile;8689;3
11968184;121551845;F-0324-1242888;01/03/2024;48;Mobile;3580;4
12767136;141226511;F-0324-1245338;01/03/2024;49;Mobile;4743;1
12775794;149444112;F-0324-1272908;01/03/2024;49;Mobile;4766;2
12775423;132223071;F-0324-1258909;01/03/2024;149;Mobile;4765;2
11745549;128319113;F-0324-1209979;03/03/2024;99;Mobile;3301;5
13647226;146926689;F-0324-1259052;01/03/2024;199;Mobile;9201;3
8570925;138407876;F-0224-0875619;04/02/2024;49;Mobile;1112;4
8570925;138407876;F-0324-0866278;04/03/2024;49;Mobile;1112;1
5742017;138717184;F-0324-0848594;04/03/2024;14899;Fixe;563;2
11766738;145142327;F-0324-0864411;04/03/2024;199;Mobile;3327;2
13682687;147602627;F-0224-1029213;03/02/2024;49;Mobile;10297;5
13682687;147602627;F-0324-0923040;03/03/2024;49;Mobile;10297;3
11100499;142291078;F-0324-0857612;04/03/2024;99;Mobile;2647;4
5742017;122721995;F-1123-1390519;04/11/2023;6426;Fixe;563;1
5742017;122721995;F-1023-0755879;04/10/2023;249;Fixe;563;2
3659480;128605363;F-0324-0868069;04/03/2024;249;Fixe;52;2
4055242;140341289;F-0324-0876398;04/03/2024;14899;Fixe;202;5
3818936;145356099;F-0224-0978648;04/02/2024;99;Mobile;111;3
3818936;145356099;F-0324-0818775;04/03/2024;99;Mobile;111;4
13685282;147607733;F-0224-1011120;03/02/2024;49;Mobile;10384;1
13685282;147607733;F-0324-0936948;03/03/2024;49;Mobile;10384;2
13656788;147024633;F-0324-0970115;02/03/2024;49;Mobile;9497;2
13685397;147607959;F-0224-1026418;03/02/2024;49;Mobile;10393;5
13685397;147607959;F-0324-0932733;03/03/2024;49;Mobile;10393;3
13689228;147695053;F-0224-1035325;03/02/2024;199;Mobile;10512;4
13689228;147695053;F-0324-0923061;03/03/2024;199;Mobile;10512;1
13034406;148266270;F-0324-0967661;02/03/2024;49;Mobile;5351;2
11171347;146670012;F-0324-0872498;04/03/2024;49;Mobile;2723;2
11887660;142654838;F-0324-0858094;04/03/2024;49;Mobile;3463;5
5013509;144493990;F-0324-0836076;04/03/2024;99;Mobile;378;3
13618263;146224444;F-0324-0919791;03/03/2024;14899;Fixe;8638;4
11796027;147257873;F-0324-0915113;03/03/2024;14899;Fixe;3362;1
13654604;146971356;F-0224-1113643;02/02/2024;49;Mobile;9423;2
13654604;146971356;F-0324-0955019;02/03/2024;49;Mobile;9423;2
10686938;131102193;F-0324-0877843;04/03/2024;249;Fixe;2315;5
13676942;147431912;F-0324-0917350;03/03/2024;48;Mobile;10105;3
6841983;144048057;F-0224-0925410;04/02/2024;99;Mobile;851;4
6841983;144048057;F-0324-0837530;04/03/2024;99;Mobile;851;1
13603090;148268523;F-0324-0916511;03/03/2024;99;Mobile;8455;2
13655295;147021873;F-0324-0950489;02/03/2024;99;Mobile;9444;2
9506330;143201989;F-0324-0807191;04/03/2024;14899;Fixe;1312;5
13666265;147143020;F-0224-1116070;02/02/2024;49;Mobile;9780;3
13666265;147143020;F-0324-0978593;02/03/2024;49;Mobile;9780;4
13696979;147937720;F-0324-1313356;04/03/2024;49;Mobile;10747;1
13696979;148027221;F-0324-1347578;04/03/2024;49;Mobile;10747;2
12448531;128300400;F-0324-1258097;01/03/2024;99;Mobile;4265;2
13694825;147853384;F-0224-1173133;04/02/2024;4494;Mobile;10680;5
13694825;147853384;F-0324-1312647;04/03/2024;199;Mobile;10680;3
13681273;147519965;F-0224-1001207;03/02/2024;10442;Mobile;10245;4
13681273;147519965;F-0324-1211005;03/03/2024;249;Mobile;10245;1
13682153;147601712;F-0324-1216605;03/03/2024;249;Mobile;10273;2
10648033;116690673;F-0623-0166074;03/06/2023;249;Fixe;2273;2
10648033;116690673;F-0723-0009122;03/07/2023;249;Fixe;2273;5
10648033;96844214;F-0324-0923272;03/03/2024;10;Mobile;2273;3
11566360;118802007;F-0324-1220838;03/03/2024;36;Mobile;3087;4
11058029;149449755;F-0324-1265078;01/03/2024;99;Mobile;2611;1
13174657;139203606;F-0324-1226469;03/03/2024;49;Mobile;5708;2
13243808;140348745;F-0324-1226764;03/03/2024;49;Mobile;5880;2
13172027;139118453;F-0324-1210966;03/03/2024;49;Mobile;5700;5
13699197;148022273;F-0224-1177457;04/02/2024;3213;Mobile;10799;3
13699197;148022273;F-0324-1345179;04/03/2024;249;Mobile;10799;4
13663304;147137459;F-0324-1286664;02/03/2024;24898;Fixe;9699;1
13127146;142937472;F-0324-1251709;01/03/2024;99;Mobile;5579;2
13666908;147144268;F-0224-1112768;02/02/2024;15261;Mobile;9806;2
13666908;147144268;F-0324-1294567;02/03/2024;249;Mobile;9806;5
13642133;146876691;F-0324-1268250;01/03/2024;249;Mobile;9069;3
13650854;147768538;F-0224-1080281;01/02/2024;6426;Mobile;9305;4
13650854;147768538;F-0324-1265960;01/03/2024;249;Mobile;9305;1
13660049;147070758;F-0324-1304557;02/03/2024;199;Mobile;9588;2
12634412;129789254;F-0324-1256205;01/03/2024;199;Mobile;4521;2
13546982;144976576;F-0324-1328410;04/03/2024;49;Mobile;7850;5
13665583;147141834;F-0224-1148162;02/02/2024;12197;Mobile;9762;3
13665583;147141834;F-0324-1290555;02/03/2024;199;Mobile;9762;4
13581175;145606062;F-0324-1308237;02/03/2024;49;Mobile;8237;1
